"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 22, 2018","352.50","359.25","359.25","352.25","102.51K","-2.02%"
"Aug 21, 2018","359.75","362.75","363.75","358.50","98.59K","-0.62%"
"Aug 20, 2018","362.00","365.25","366.00","359.50","88.31K","-0.62%"
"Aug 17, 2018","364.25","365.00","367.75","361.75","82.45K","-0.27%"
"Aug 16, 2018","365.25","361.50","367.50","360.50","79.36K","1.04%"
"Aug 15, 2018","361.50","362.25","363.50","359.00","102.54K","-0.21%"
"Aug 14, 2018","362.25","356.50","363.00","356.50","101.21K","1.61%"
"Aug 13, 2018","356.50","357.50","358.00","352.25","178.69K","-0.35%"
"Aug 10, 2018","357.75","368.50","369.75","357.00","182.40K","-3.11%"
"Aug 09, 2018","369.25","371.00","372.75","366.50","148.24K","-0.54%"
"Aug 08, 2018","371.25","370.50","373.75","370.00","123.37K","0.13%"
"Aug 07, 2018","370.75","371.00","373.25","368.75","167.09K","-0.07%"
"Aug 06, 2018","371.00","370.00","371.75","368.25","80.95K","0.34%"
"Aug 03, 2018","369.75","366.75","371.25","364.75","77.99K","0.82%"
"Aug 02, 2018","366.75","365.00","372.75","364.75","161.08K","0.48%"
"Aug 01, 2018","365.00","372.00","373.00","364.00","120.05K","-1.95%"
"Jul 31, 2018","372.25","367.00","374.25","366.25","141.81K","1.36%"
"Jul 30, 2018","367.25","364.00","369.25","363.50","127.46K","1.45%"
"Jul 27, 2018","362.00","361.00","363.75","359.50","133.49K","0.14%"
"Jul 26, 2018","361.50","361.00","365.75","360.25","146.38K","0.63%"
"Jul 25, 2018","359.25","352.25","360.00","352.00","121.59K","2.06%"
"Jul 24, 2018","352.00","355.25","356.50","351.50","105.61K","-1.47%"
"Jul 23, 2018","357.25","356.00","358.50","354.50","75.40K","0.78%"
"Jul 22, 2018","354.50","354.50","354.50","354.50","-","-0.21%"
"Jul 20, 2018","355.25","351.25","355.75","349.75","69.61K","1.14%"
"Jul 19, 2018","351.25","347.00","352.00","345.00","81.41K","1.15%"
"Jul 18, 2018","347.25","346.25","349.00","346.00","81.87K","0.29%"
"Jul 17, 2018","346.25","345.00","348.75","344.25","100.12K","1.32%"
"Jul 16, 2018","341.75","340.00","345.75","338.75","95.29K","3.48%"
"Jul 13, 2018","330.25","332.25","332.50","332.25","0.27K","-1.86%"
"Jul 12, 2018","336.50","332.25","340.75","329.75","0.53K","1.58%"
"Jul 11, 2018","331.25","336.00","337.00","331.50","1.53K","-2.50%"
"Jul 10, 2018","339.75","344.25","344.75","336.25","2.74K","-1.74%"
"Jul 09, 2018","345.75","346.00","348.50","342.50","3.26K","-1.71%"
"Jul 06, 2018","351.75","342.00","352.25","342.00","3.07K","2.40%"
"Jul 05, 2018","343.50","345.50","348.75","341.50","3.30K","0.22%"
"Jul 03, 2018","342.75","340.25","345.25","339.25","3.05K","1.56%"
"Jul 02, 2018","337.50","352.25","352.25","337.00","7.67K","-3.64%"
"Jun 29, 2018","350.25","345.75","355.50","345.50","19.39K","1.52%"
"Jun 28, 2018","345.00","351.50","352.50","344.50","143.97K","-2.13%"
"Jun 27, 2018","352.50","352.00","356.50","351.50","163.32K","0.00%"
"Jun 26, 2018","352.50","350.50","355.50","348.00","227.15K","0.57%"
"Jun 25, 2018","350.50","358.50","359.50","349.25","203.16K","-1.89%"
"Jun 22, 2018","357.25","358.00","359.75","355.00","141.68K","0.07%"
"Jun 21, 2018","357.00","354.25","359.00","349.25","168.57K","0.78%"
"Jun 20, 2018","354.25","354.00","357.00","347.50","200.17K","0.14%"
"Jun 19, 2018","353.75","355.75","357.75","338.75","334.34K","-0.63%"
"Jun 18, 2018","356.00","359.50","362.00","354.00","177.75K","-1.45%"
"Jun 15, 2018","361.25","364.50","368.25","355.25","297.48K","-0.48%"
"Jun 14, 2018","363.00","374.00","374.75","362.50","357.60K","-3.46%"
"Jun 13, 2018","376.00","377.50","379.75","373.25","227.65K","-0.40%"
"Jun 12, 2018","377.50","368.00","379.50","367.25","310.11K","2.79%"
"Jun 11, 2018","367.25","376.50","379.00","366.75","294.91K","-2.78%"
"Jun 08, 2018","377.75","376.25","379.00","373.50","177.41K","0.40%"
"Jun 07, 2018","376.25","379.00","382.00","374.25","300.59K","-0.53%"
"Jun 06, 2018","378.25","384.25","386.50","378.00","227.30K","-1.43%"
"Jun 05, 2018","383.75","380.75","385.25","380.00","212.44K","0.79%"
"Jun 04, 2018","380.75","389.75","389.75","380.50","266.55K","-2.75%"
"Jun 01, 2018","391.50","393.75","397.00","390.75","172.12K","-0.63%"
"May 31, 2018","394.00","393.50","398.50","393.25","195.81K","0.13%"
"May 30, 2018","393.50","398.25","398.50","390.75","293.00K","-1.63%"
"May 29, 2018","400.00","408.75","410.00","397.50","242.71K","-2.14%"
"May 28, 2018","408.75","409.00","409.00","408.75","-","0.68%"
"May 25, 2018","406.00","404.00","406.75","403.25","129.41K","0.43%"
"May 24, 2018","404.25","408.25","412.25","403.75","236.84K","-1.04%"
"May 23, 2018","408.50","404.50","409.00","403.00","163.38K","0.93%"
"May 22, 2018","404.75","402.25","407.00","401.00","166.30K","0.50%"
"May 21, 2018","402.75","405.50","407.50","401.25","181.09K","0.25%"
"May 20, 2018","401.75","401.75","401.75","401.75","-","-0.19%"
"May 18, 2018","402.50","395.25","403.50","395.00","181.91K","1.83%"
"May 17, 2018","395.25","399.00","402.00","395.00","147.54K","-1.00%"
"May 16, 2018","399.25","401.75","404.75","398.00","171.92K","-0.75%"
"May 15, 2018","402.25","396.25","402.50","396.00","190.99K","3.41%"
"May 14, 2018","389.00","388.50","388.75","387.50","0.20K","-0.19%"
"May 11, 2018","389.75","394.00","394.75","389.75","0.50K","-1.27%"
"May 10, 2018","394.75","395.50","399.75","393.25","0.60K","0.00%"
"May 09, 2018","394.75","396.25","397.00","394.00","0.91K","-0.19%"
"May 08, 2018","395.50","392.75","396.00","391.25","2.02K","0.57%"
"May 07, 2018","393.25","397.25","397.50","393.25","1.96K","-2.90%"
"May 06, 2018","405.00","405.00","405.00","405.00","-","1.57%"
"May 04, 2018","398.75","399.50","400.00","397.50","2.09K","-0.19%"
"May 03, 2018","399.50","396.00","399.50","395.00","1.32K","0.88%"
"May 02, 2018","396.00","396.25","397.25","395.00","3.18K","-0.19%"
"May 01, 2018","396.75","393.00","397.00","391.50","7.50K","1.08%"
"Apr 30, 2018","392.50","390.75","395.75","390.50","19.34K","0.77%"
"Apr 27, 2018","389.50","385.25","390.50","385.25","165.58K","0.91%"
"Apr 26, 2018","386.00","386.00","387.00","384.00","132.00K","-0.13%"
"Apr 25, 2018","386.50","381.00","387.25","380.50","148.79K","1.38%"
"Apr 24, 2018","381.25","378.50","381.50","377.00","115.02K","0.73%"
"Apr 23, 2018","378.50","376.50","379.25","376.25","151.35K","0.46%"
"Apr 22, 2018","376.75","376.75","376.75","376.75","-","0.07%"
"Apr 20, 2018","376.50","381.25","381.75","376.25","156.69K","-1.44%"
"Apr 19, 2018","382.00","382.75","383.50","380.75","113.02K","-0.26%"
"Apr 18, 2018","383.00","380.75","383.50","380.00","142.85K","0.72%"
"Apr 17, 2018","380.25","383.00","384.50","379.75","239.87K","-0.59%"
"Apr 16, 2018","382.50","385.00","386.25","382.00","175.61K","-0.97%"
"Apr 13, 2018","386.25","388.50","389.25","385.00","233.79K","-0.64%"
"Apr 12, 2018","388.75","386.50","389.25","385.00","201.80K","0.45%"
"Apr 11, 2018","387.00","389.25","390.50","385.75","158.05K","-0.58%"
"Apr 10, 2018","389.25","390.00","392.25","388.50","272.80K","-0.38%"
"Apr 09, 2018","390.75","389.75","392.50","388.75","215.39K","0.58%"
"Apr 06, 2018","388.50","382.00","390.00","382.00","309.02K","-0.26%"
"Apr 05, 2018","389.50","382.00","389.50","380.75","263.91K","2.23%"
"Apr 04, 2018","381.00","388.00","389.00","372.00","367.00K","-1.93%"
"Apr 03, 2018","388.50","387.00","392.00","386.75","211.50K","0.32%"
"Apr 02, 2018","387.25","389.25","392.50","387.00","207.53K","-0.13%"
"Mar 29, 2018","387.75","373.75","389.25","373.75","377.91K","3.82%"
"Mar 28, 2018","373.50","374.25","375.00","372.00","173.54K","-0.13%"
"Mar 27, 2018","374.00","374.00","376.00","372.25","134.33K","0.00%"
"Mar 26, 2018","374.00","378.50","380.75","373.50","183.53K","-0.86%"
"Mar 23, 2018","377.25","376.25","378.25","369.25","279.20K","0.33%"
"Mar 22, 2018","376.00","375.50","377.50","374.00","161.68K","0.27%"
"Mar 21, 2018","375.00","375.00","375.75","373.75","149.27K","0.13%"
"Mar 20, 2018","374.50","375.25","377.00","373.25","204.62K","-0.13%"
"Mar 19, 2018","375.00","382.00","382.00","374.75","245.78K","-2.02%"
"Mar 16, 2018","382.75","386.25","387.50","382.50","150.93K","-1.03%"
"Mar 15, 2018","386.75","388.25","390.75","385.50","182.45K","0.85%"
"Mar 14, 2018","383.50","386.50","386.50","384.25","0.24K","-0.52%"
"Mar 13, 2018","385.50","383.75","388.75","383.50","2.04K","0.33%"
"Mar 12, 2018","384.25","382.75","384.25","380.50","1.46K","0.33%"
"Mar 09, 2018","383.00","385.00","385.25","382.50","2.98K","-0.71%"
"Mar 08, 2018","385.75","378.50","385.75","378.00","2.39K","1.71%"
"Mar 07, 2018","379.25","378.75","380.75","378.50","4.26K","-0.13%"
"Mar 06, 2018","379.75","377.75","380.25","377.25","2.30K","0.40%"
"Mar 05, 2018","378.25","376.25","378.50","374.75","8.18K","0.27%"
"Mar 02, 2018","377.25","377.75","380.25","376.00","5.92K","-0.40%"
"Mar 01, 2018","378.75","374.00","379.00","372.00","8.65K","1.13%"
"Feb 28, 2018","374.50","370.50","376.75","369.75","20.80K","1.08%"
"Feb 27, 2018","370.50","368.25","371.00","367.75","240.12K","0.54%"
"Feb 26, 2018","368.50","366.50","370.00","366.50","318.91K","0.61%"
"Feb 23, 2018","366.25","366.25","367.75","365.25","212.35K","-0.14%"
"Feb 22, 2018","366.75","365.50","367.00","364.25","229.12K","0.27%"
"Feb 21, 2018","365.75","365.75","368.50","364.25","266.66K","0.07%"
"Feb 20, 2018","365.50","369.00","370.00","365.25","319.32K","-0.48%"
"Feb 19, 2018","367.25","367.25","367.25","367.25","-","0.00%"
"Feb 18, 2018","367.25","367.25","367.25","367.25","-","-0.07%"
"Feb 16, 2018","367.50","368.00","368.50","366.50","185.26K","-0.07%"
"Feb 15, 2018","367.75","367.00","368.75","365.50","193.48K","0.14%"
"Feb 14, 2018","367.25","366.50","368.50","364.75","173.64K","0.14%"
"Feb 13, 2018","366.75","366.50","368.50","366.00","257.67K","-0.07%"
"Feb 12, 2018","367.00","365.00","367.00","364.25","264.08K","1.38%"
"Feb 09, 2018","362.00","364.75","365.50","361.50","254.70K","-1.03%"
"Feb 08, 2018","365.75","365.00","367.75","364.50","341.48K","0.14%"
"Feb 07, 2018","365.25","363.75","365.75","362.50","478.33K","0.48%"
"Feb 06, 2018","363.50","358.75","364.00","356.25","236.19K","1.32%"
"Feb 05, 2018","358.75","359.50","360.75","357.25","260.35K","-0.62%"
"Feb 04, 2018","361.00","361.00","361.00","361.00","-","-0.14%"
"Feb 02, 2018","361.50","361.00","362.50","359.50","198.99K","-0.07%"
"Feb 01, 2018","361.75","360.75","362.00","358.50","254.88K","0.07%"
"Jan 31, 2018","361.50","361.50","362.00","359.50","180.49K","0.00%"
"Jan 30, 2018","361.50","359.50","362.25","359.00","223.19K","0.77%"
"Jan 29, 2018","358.75","356.75","359.25","356.75","179.93K","0.63%"
"Jan 26, 2018","356.50","355.00","357.00","354.50","140.79K","0.35%"
"Jan 25, 2018","355.25","356.00","358.00","354.50","223.61K","-0.35%"
"Jan 24, 2018","356.50","351.25","357.00","349.75","326.30K","1.49%"
"Jan 23, 2018","351.25","351.75","352.00","349.50","204.57K","-0.21%"
"Jan 22, 2018","352.00","353.50","354.50","351.25","177.59K","-0.14%"
"Jan 19, 2018","352.50","351.50","354.00","351.25","145.95K","0.28%"
"Jan 18, 2018","351.50","352.50","354.00","350.50","186.65K","-0.42%"
"Jan 17, 2018","353.00","348.50","353.25","348.25","236.71K","1.36%"
"Jan 16, 2018","348.25","347.25","349.25","346.00","179.43K","0.58%"
"Jan 12, 2018","346.25","348.75","350.00","345.50","216.39K","-0.72%"
"Jan 11, 2018","348.75","349.00","350.50","348.00","159.18K","-0.07%"
"Jan 10, 2018","349.00","348.75","350.00","348.00","145.55K","0.00%"
"Jan 09, 2018","349.00","347.50","350.00","347.25","150.41K","0.50%"
"Jan 08, 2018","347.25","350.75","351.50","346.75","274.88K","-1.14%"
"Jan 05, 2018","351.25","350.75","352.25","350.25","143.91K","0.07%"
"Jan 04, 2018","351.00","353.00","353.50","350.25","179.97K","-0.57%"
"Jan 03, 2018","353.00","353.00","354.75","352.25","138.59K","-0.07%"
"Jan 02, 2018","353.25","351.25","354.00","350.50","150.14K","0.71%"
"Dec 29, 2017","350.75","351.25","351.50","350.25","100.18K","-0.36%"
"Dec 28, 2017","352.00","353.00","353.50","350.00","102.49K","-0.49%"
"Dec 27, 2017","353.75","352.00","354.25","351.75","93.75K","0.28%"
"Dec 26, 2017","352.75","352.00","353.25","351.00","65.86K","0.21%"
"Dec 22, 2017","352.00","350.75","352.50","350.50","67.47K","0.21%"
"Dec 21, 2017","351.25","349.00","351.75","348.50","110.47K","0.57%"
"Dec 20, 2017","349.25","347.50","349.75","347.25","110.06K","0.50%"
"Dec 19, 2017","347.50","346.75","348.75","346.50","82.27K","0.14%"
"Dec 18, 2017","347.00","347.25","348.75","346.50","97.58K","-0.14%"
"Dec 15, 2017","347.50","348.75","350.75","346.50","133.62K","3.35%"
"Dec 14, 2017","336.25","337.00","338.00","336.25","0.15K","-0.15%"
"Dec 13, 2017","336.75","337.25","337.50","336.50","0.36K","0.30%"
"Dec 12, 2017","335.75","336.50","340.75","335.25","0.85K","-0.22%"
"Dec 11, 2017","336.50","340.00","340.00","336.00","1.06K","-1.03%"
"Dec 08, 2017","340.00","338.50","341.25","338.50","1.28K","0.37%"
"Dec 07, 2017","338.75","339.00","340.00","337.50","2.89K","-0.15%"
"Dec 06, 2017","339.25","339.00","341.50","337.75","5.52K","-0.15%"
"Dec 05, 2017","339.75","339.75","343.00","338.50","7.54K","0.07%"
"Dec 04, 2017","339.50","344.75","346.00","338.75","9.37K","-1.52%"
"Dec 01, 2017","344.75","341.75","345.25","341.00","10.23K","0.88%"
"Nov 30, 2017","341.75","339.25","343.00","337.50","26.04K","0.81%"
"Nov 29, 2017","339.00","335.75","340.00","335.50","234.59K","0.82%"
"Nov 28, 2017","336.25","339.00","339.50","335.75","183.16K","-0.74%"
"Nov 27, 2017","338.75","342.50","342.50","338.50","281.56K","-1.02%"
"Nov 24, 2017","342.25","344.25","345.75","339.75","163.45K","-0.87%"
"Nov 22, 2017","345.25","344.25","347.00","344.00","184.44K","0.07%"
"Nov 21, 2017","345.00","344.00","345.75","342.75","257.46K","0.00%"
"Nov 20, 2017","345.00","342.50","345.25","341.50","289.33K","0.58%"
"Nov 17, 2017","343.00","336.50","343.50","336.50","352.93K","1.93%"
"Nov 16, 2017","336.50","338.25","339.00","336.25","186.66K","-0.52%"
"Nov 15, 2017","338.25","337.25","339.00","337.00","217.01K","0.22%"
"Nov 14, 2017","337.50","342.00","342.25","337.25","220.98K","-1.39%"
"Nov 13, 2017","342.25","343.50","344.00","341.50","289.72K","-0.36%"
"Nov 10, 2017","343.50","341.75","344.00","341.00","349.16K","0.59%"
"Nov 09, 2017","341.50","347.50","349.75","340.75","475.09K","-1.94%"
"Nov 08, 2017","348.25","347.50","349.00","345.75","219.59K","0.14%"
"Nov 07, 2017","347.75","347.75","348.25","346.25","297.24K","-0.07%"
"Nov 06, 2017","348.00","348.50","350.25","347.75","204.48K","-0.07%"
"Nov 03, 2017","348.25","350.25","351.00","347.50","200.48K","-0.64%"
"Nov 02, 2017","350.50","347.75","352.00","347.50","162.58K","0.65%"
"Nov 01, 2017","348.25","345.75","349.25","345.25","213.76K","0.72%"
"Oct 31, 2017","345.75","348.00","348.75","345.50","174.83K","-0.86%"
"Oct 30, 2017","348.75","348.50","349.75","347.25","122.26K","0.00%"
"Oct 27, 2017","348.75","350.25","350.25","347.50","171.57K","-0.50%"
"Oct 26, 2017","350.50","350.75","352.00","349.50","148.53K","-0.14%"
"Oct 25, 2017","351.00","352.50","355.25","350.50","200.92K","-0.50%"
"Oct 24, 2017","352.75","351.00","353.00","349.50","214.41K","0.43%"
"Oct 23, 2017","351.25","344.25","351.75","343.00","256.75K","1.96%"
"Oct 20, 2017","344.50","349.00","350.00","344.25","192.81K","-1.29%"
"Oct 19, 2017","349.00","348.75","351.50","348.50","128.71K","0.14%"
"Oct 18, 2017","348.50","350.25","350.50","347.75","132.78K","-0.43%"
"Oct 17, 2017","350.00","350.25","351.75","348.50","137.78K","-0.14%"
"Oct 16, 2017","350.50","352.75","353.25","349.75","142.22K","-0.64%"
"Oct 13, 2017","352.75","348.50","353.50","348.25","155.34K","1.07%"
"Oct 12, 2017","349.00","346.00","354.00","342.50","332.72K","0.87%"
"Oct 11, 2017","346.00","348.75","349.00","345.50","164.71K","-0.93%"
"Oct 10, 2017","349.25","349.00","351.25","348.25","113.93K","-0.07%"
"Oct 09, 2017","349.50","350.50","351.75","348.00","111.79K","-0.14%"
"Oct 06, 2017","350.00","349.25","351.00","348.50","140.44K","0.14%"
"Oct 05, 2017","349.50","348.25","351.25","347.50","112.67K","0.36%"
"Oct 04, 2017","348.25","349.25","349.50","346.00","168.21K","-0.36%"
"Oct 03, 2017","349.50","351.50","351.50","348.75","191.40K","-0.57%"
"Oct 02, 2017","351.50","354.75","356.25","351.00","187.89K","-1.06%"
"Sep 29, 2017","355.25","352.25","358.00","350.00","241.96K","0.78%"
"Sep 28, 2017","352.50","353.25","353.75","350.50","134.80K","-0.42%"
"Sep 27, 2017","354.00","352.00","354.50","348.50","186.06K","0.50%"
"Sep 26, 2017","352.25","352.75","355.50","351.50","176.19K","-0.42%"
"Sep 25, 2017","353.75","352.75","355.00","351.25","109.53K","0.07%"
"Sep 22, 2017","353.50","349.75","356.25","349.50","138.98K","0.93%"
"Sep 21, 2017","350.25","349.50","351.25","348.50","93.44K","0.07%"
"Sep 20, 2017","350.00","348.00","351.50","347.25","112.07K","0.50%"
"Sep 19, 2017","348.25","351.00","353.25","346.50","159.68K","-0.92%"
"Sep 18, 2017","351.50","353.25","355.50","350.50","113.07K","-0.92%"
"Sep 15, 2017","354.75","353.50","355.50","352.50","117.68K","3.80%"
"Sep 14, 2017","341.75","343.25","343.25","341.25","0.05K","0.96%"
"Sep 13, 2017","338.50","339.50","344.25","339.25","0.25K","-0.44%"
"Sep 12, 2017","340.00","346.00","346.00","336.00","0.45K","-1.59%"
"Sep 11, 2017","345.50","345.25","346.50","342.75","0.75K","0.36%"
"Sep 08, 2017","344.25","342.25","345.50","342.25","0.78K","0.73%"
"Sep 07, 2017","341.75","346.75","346.75","341.75","1.75K","-1.51%"
"Sep 06, 2017","347.00","343.75","347.25","342.00","2.89K","0.80%"
"Sep 05, 2017","344.25","343.25","345.75","341.25","4.61K","1.25%"
"Sep 01, 2017","340.00","341.50","345.50","338.00","7.81K","-0.66%"
"Aug 31, 2017","342.25","329.25","342.75","328.50","14.61K","3.87%"
"Aug 30, 2017","329.50","333.00","334.00","329.00","159.95K","-1.20%"
"Aug 29, 2017","333.50","335.50","336.00","332.00","130.11K","-0.74%"
"Aug 28, 2017","336.00","338.75","340.25","335.50","113.74K","-0.81%"
"Aug 25, 2017","338.75","342.00","342.75","338.00","124.31K","-0.95%"
"Aug 24, 2017","342.00","341.50","342.75","340.25","107.37K","0.00%"
"Aug 23, 2017","342.00","346.25","348.75","341.50","87.53K","-1.16%"
"Aug 22, 2017","346.00","349.00","351.00","346.00","119.93K","-0.86%"
"Aug 21, 2017","349.00","350.50","350.75","346.50","97.33K","-0.85%"
"Aug 18, 2017","352.00","350.00","352.50","349.75","132.65K","0.43%"
"Aug 17, 2017","350.50","352.50","353.75","349.50","84.68K","-0.57%"
"Aug 16, 2017","352.50","355.00","356.75","349.25","159.75K","-0.77%"
"Aug 15, 2017","355.25","361.00","361.00","354.00","112.63K","-2.07%"
"Aug 14, 2017","362.75","358.75","363.00","356.00","95.28K","0.55%"
"Aug 11, 2017","360.75","358.75","361.50","357.25","130.81K","0.98%"
"Aug 10, 2017","357.25","371.75","375.50","356.50","316.36K","-4.03%"
"Aug 09, 2017","372.25","369.00","372.50","368.75","182.89K","0.68%"
"Aug 08, 2017","369.75","372.50","374.25","368.25","185.79K","-0.67%"
"Aug 07, 2017","372.25","368.75","372.50","368.25","150.03K","1.57%"
"Aug 04, 2017","366.50","363.50","368.00","363.25","101.34K","0.83%"
"Aug 03, 2017","363.50","365.00","367.25","361.25","156.60K","-0.41%"
"Aug 02, 2017","365.00","364.50","367.25","363.75","93.63K","0.69%"
"Aug 01, 2017","362.50","369.25","371.50","366.00","108.46K","-2.23%"
"Jul 31, 2017","370.75","371.00","372.25","367.50","81.96K","-0.94%"
"Jul 28, 2017","374.25","373.75","377.00","373.00","71.01K","0.00%"
"Jul 27, 2017","374.25","374.00","377.25","373.00","77.17K","0.40%"
"Jul 26, 2017","372.75","368.50","373.25","366.00","102.55K","1.08%"
"Jul 25, 2017","368.75","382.00","383.75","368.50","123.05K","-2.25%"
"Jul 24, 2017","377.25","375.50","377.50","371.00","124.95K","-0.66%"
"Jul 21, 2017","379.75","390.50","391.00","378.50","147.01K","-2.88%"
"Jul 20, 2017","391.00","382.50","393.25","380.50","139.46K","2.22%"
"Jul 19, 2017","382.50","376.50","389.00","374.25","139.74K","1.46%"
"Jul 18, 2017","377.00","380.75","388.75","375.25","154.63K","0.53%"
"Jul 17, 2017","375.00","375.75","378.75","370.50","113.70K","2.67%"
"Jul 14, 2017","365.25","369.00","369.00","369.00","0.13K","1.18%"
"Jul 13, 2017","361.00","376.25","376.25","360.00","0.50K","-4.05%"
"Jul 12, 2017","376.25","390.50","391.25","376.00","0.90K","-4.08%"
"Jul 11, 2017","392.25","393.25","394.50","387.00","1.71K","0.13%"
"Jul 10, 2017","391.75","387.75","392.25","387.75","1.41K","2.49%"
"Jul 07, 2017","382.25","379.00","386.75","378.25","2.87K","0.53%"
"Jul 06, 2017","380.25","380.00","381.25","374.75","4.90K","-0.39%"
"Jul 05, 2017","381.75","379.50","383.25","374.75","7.60K","0.99%"
"Jul 03, 2017","378.00","373.25","385.25","373.00","10.73K","2.02%"
"Jun 30, 2017","370.50","360.00","372.50","359.50","24.41K","2.99%"
"Jun 29, 2017","359.75","356.75","362.25","356.25","169.17K","0.84%"
"Jun 28, 2017","356.75","359.50","360.50","356.75","219.54K","-0.70%"
"Jun 27, 2017","359.25","361.25","364.25","359.25","208.88K","0.07%"
"Jun 26, 2017","359.00","358.50","361.75","357.25","212.56K","0.35%"
"Jun 23, 2017","357.75","362.75","364.75","356.50","250.37K","-1.38%"
"Jun 22, 2017","362.75","368.75","369.25","362.50","178.70K","-1.63%"
"Jun 21, 2017","368.75","369.50","373.50","368.25","164.65K","-0.34%"
"Jun 20, 2017","370.00","376.25","377.50","369.25","203.11K","-1.40%"
"Jun 19, 2017","375.25","378.25","381.50","375.25","237.06K","-2.28%"
"Jun 16, 2017","384.00","378.75","384.50","377.00","206.39K","1.19%"
"Jun 15, 2017","379.50","376.75","382.00","370.00","266.28K","0.66%"
"Jun 14, 2017","377.00","381.00","385.00","376.75","199.41K","-1.05%"
"Jun 13, 2017","381.00","379.25","383.75","377.50","247.97K","0.99%"
"Jun 12, 2017","377.25","386.00","387.25","376.25","371.35K","-2.71%"
"Jun 09, 2017","387.75","384.25","389.50","380.75","268.36K","0.52%"
"Jun 08, 2017","385.75","385.00","391.75","384.25","398.38K","0.26%"
"Jun 07, 2017","384.75","378.25","387.00","378.25","523.85K","1.99%"
"Jun 06, 2017","377.25","372.00","379.75","371.25","255.15K","1.14%"
"Jun 05, 2017","373.00","373.75","375.50","372.00","196.48K","0.07%"
"Jun 02, 2017","372.75","370.50","374.75","369.50","131.23K","0.61%"
"Jun 01, 2017","370.50","371.50","373.75","367.50","177.07K","-0.40%"
"May 31, 2017","372.00","370.25","376.50","369.00","263.40K","1.36%"
"May 30, 2017","367.00","373.50","373.75","366.25","208.78K","-1.94%"
"May 26, 2017","374.25","369.25","374.75","368.75","130.48K","1.35%"
"May 25, 2017","369.25","371.00","373.00","368.75","110.61K","-0.54%"
"May 24, 2017","371.25","370.00","371.50","368.75","108.55K","0.47%"
"May 23, 2017","369.50","374.75","375.75","369.00","178.14K","-1.47%"
"May 22, 2017","375.00","372.75","377.50","371.75","170.82K","0.67%"
"May 19, 2017","372.50","366.00","373.00","366.00","201.67K","1.78%"
"May 18, 2017","366.00","371.50","371.50","364.25","194.69K","-1.48%"
"May 17, 2017","371.50","367.00","372.25","366.25","140.85K","1.02%"
"May 16, 2017","367.75","367.25","368.75","365.25","115.03K","0.00%"
"May 15, 2017","367.75","370.50","371.75","367.25","116.96K","1.66%"
"May 12, 2017","361.75","361.00","362.00","360.00","0.21K","0.35%"
"May 11, 2017","360.50","364.25","364.25","360.25","0.34K","-1.30%"
"May 10, 2017","365.25","358.75","365.00","358.25","1.02K","1.95%"
"May 09, 2017","358.25","358.25","360.50","357.25","1.63K","0.42%"
"May 08, 2017","356.75","360.50","360.75","356.25","1.96K","-1.38%"
"May 05, 2017","361.75","359.00","365.50","359.00","2.39K","1.05%"
"May 04, 2017","358.00","367.00","367.50","357.50","2.96K","-2.25%"
"May 03, 2017","366.25","363.50","367.50","362.25","4.17K","0.62%"
"May 02, 2017","364.00","367.25","369.75","362.25","4.95K","-1.42%"
"May 01, 2017","369.25","363.00","370.50","361.75","9.79K","3.14%"
"Apr 28, 2017","358.00","360.00","361.25","355.50","31.57K","-1.10%"
"Apr 27, 2017","362.00","358.75","364.00","358.50","148.98K","0.84%"
"Apr 26, 2017","359.00","365.00","367.25","358.25","199.69K","-1.64%"
"Apr 25, 2017","365.00","359.25","368.25","356.25","180.78K","1.60%"
"Apr 24, 2017","359.25","358.00","360.50","356.25","159.11K","0.63%"
"Apr 21, 2017","357.00","357.50","358.75","354.25","181.73K","-0.21%"
"Apr 20, 2017","357.75","361.75","363.75","357.25","176.90K","-1.11%"
"Apr 19, 2017","361.75","361.25","365.25","360.50","188.30K","0.00%"
"Apr 18, 2017","361.75","366.50","368.00","360.75","200.18K","-1.30%"
"Apr 17, 2017","366.50","371.00","372.00","365.50","146.56K","-1.21%"
"Apr 13, 2017","371.00","368.75","373.00","368.50","267.05K","0.54%"
"Apr 12, 2017","369.00","366.50","371.50","366.25","237.72K","0.68%"
"Apr 11, 2017","366.50","366.00","369.00","362.25","254.16K","-0.14%"
"Apr 10, 2017","367.00","360.00","367.00","359.00","222.75K","2.09%"
"Apr 07, 2017","359.50","360.50","361.75","357.25","233.39K","-0.35%"
"Apr 06, 2017","360.75","364.25","365.50","360.00","137.98K","-1.10%"
"Apr 05, 2017","364.75","363.00","365.75","361.50","143.41K","0.48%"
"Apr 04, 2017","363.00","367.00","369.75","362.75","157.42K","-1.29%"
"Apr 03, 2017","367.75","365.75","371.75","365.50","230.41K","0.96%"
"Mar 31, 2017","364.25","358.00","366.75","355.00","302.10K","1.89%"
"Mar 30, 2017","357.50","358.25","358.75","356.75","105.35K","-0.28%"
"Mar 29, 2017","358.50","357.25","360.75","356.50","140.22K","0.21%"
"Mar 28, 2017","357.75","356.00","358.75","355.75","126.48K","0.56%"
"Mar 27, 2017","355.75","356.75","358.25","354.25","146.44K","-0.14%"
"Mar 24, 2017","356.25","357.00","358.00","355.25","114.28K","-0.14%"
"Mar 23, 2017","356.75","358.50","359.75","356.25","125.35K","-0.56%"
