"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 16, 2019","537.75","537.75","537.75","537.75","-","-0.32%"
"Jun 14, 2019","539.50","535.00","543.75","531.12","-","0.61%"
"Jun 13, 2019","536.25","526.25","536.38","524.88","-","1.85%"
"Jun 12, 2019","526.50","519.62","528.00","512.88","-","1.59%"
"Jun 11, 2019","518.25","503.38","518.62","500.38","-","2.22%"
"Jun 10, 2019","507.00","504.12","508.38","493.38","-","0.40%"
"Jun 09, 2019","505.00","505.00","505.00","505.00","-","0.35%"
"Jun 07, 2019","503.25","510.88","512.62","502.00","-","-1.66%"
"Jun 06, 2019","511.75","492.50","513.88","488.12","-","3.96%"
"Jun 05, 2019","492.25","507.38","508.50","488.62","-","-2.67%"
"Jun 04, 2019","505.75","526.25","528.25","501.38","-","-2.79%"
"Jun 03, 2019","520.25","507.00","522.62","503.00","-","3.04%"
"May 31, 2019","504.88","514.50","520.00","500.75","-","-1.77%"
"May 30, 2019","514.00","488.62","514.88","482.12","-","5.33%"
"May 29, 2019","488.00","515.62","521.62","487.88","-","-3.08%"
"May 28, 2019","503.50","495.25","509.12","494.62","-","3.55%"
"May 26, 2019","486.25","486.25","486.25","486.25","-","-0.84%"
"May 24, 2019","490.38","469.88","490.62","467.12","-","4.50%"
"May 23, 2019","469.25","473.12","485.38","466.12","-","-0.64%"
"May 22, 2019","472.25","475.88","481.00","468.62","-","-0.79%"
"May 21, 2019","476.00","486.62","492.62","474.12","-","-0.94%"
"May 20, 2019","480.50","469.62","484.00","468.25","-","2.95%"
"May 19, 2019","466.75","463.50","466.75","463.12","-","0.78%"
"May 17, 2019","463.12","469.12","472.88","462.50","-","-1.04%"
"May 16, 2019","468.00","448.50","468.38","446.62","-","4.35%"
"May 15, 2019","448.50","451.62","463.88","447.12","-","-0.44%"
"May 14, 2019","450.50","440.12","450.50","437.88","-","3.27%"
"May 13, 2019","436.25","425.38","440.38","418.62","-","2.98%"
"May 12, 2019","423.62","423.62","423.62","423.62","-","-0.18%"
"May 10, 2019","424.38","432.38","434.38","421.62","-","-1.08%"
"May 09, 2019","429.00","437.62","437.88","428.12","-","-2.00%"
"May 08, 2019","437.75","440.50","443.38","434.62","-","-0.68%"
"May 07, 2019","440.75","437.25","442.12","431.38","-","0.69%"
"May 06, 2019","437.75","432.50","439.62","428.12","-","1.19%"
"May 05, 2019","432.62","433.50","433.50","432.62","-","-1.17%"
"May 03, 2019","437.75","445.25","447.88","436.12","-","-1.57%"
"May 02, 2019","444.75","436.75","448.62","435.62","-","1.89%"
"May 01, 2019","436.50","427.88","437.62","427.88","-","1.75%"
"Apr 30, 2019","429.00","434.12","435.38","426.12","-","-1.15%"
"Apr 29, 2019","434.00","443.75","446.88","433.88","-","-0.20%"
"Apr 26, 2019","434.88","433.50","439.12","433.38","-","0.20%"
"Apr 25, 2019","434.00","430.50","437.50","428.50","-","0.55%"
"Apr 24, 2019","431.62","438.38","439.50","430.12","-","-1.40%"
"Apr 23, 2019","437.75","435.38","441.12","433.12","-","0.46%"
"Apr 22, 2019","435.75","444.25","444.25","435.38","-","-2.05%"
"Apr 21, 2019","444.88","444.88","444.88","444.88","-","-0.14%"
"Apr 19, 2019","445.50","445.50","445.50","445.50","-","0.06%"
"Apr 18, 2019","445.25","447.50","448.12","439.25","-","-0.50%"
"Apr 17, 2019","447.50","446.12","449.88","445.00","-","0.56%"
"Apr 16, 2019","445.00","459.25","460.12","442.38","-","-3.16%"
"Apr 15, 2019","459.50","463.38","463.62","457.88","-","-1.16%"
"Apr 14, 2019","464.88","464.62","464.88","464.62","-","0.08%"
"Apr 12, 2019","464.50","462.12","465.12","457.62","-","0.60%"
"Apr 11, 2019","461.75","457.25","462.38","456.88","-","0.87%"
"Apr 10, 2019","457.75","459.00","461.62","455.62","-","-0.27%"
"Apr 09, 2019","459.00","462.25","462.38","456.38","-","-1.02%"
"Apr 08, 2019","463.75","467.50","470.88","461.88","-","-1.07%"
"Apr 07, 2019","468.75","467.62","468.75","467.38","-","0.24%"
"Apr 05, 2019","467.62","468.88","469.38","464.38","-","-0.66%"
"Apr 04, 2019","470.75","471.12","477.38","468.12","-","-0.11%"
"Apr 03, 2019","471.25","463.12","472.62","463.00","-","1.56%"
"Apr 02, 2019","464.00","464.25","465.62","455.88","-","0.27%"
"Apr 01, 2019","462.75","459.12","468.12","456.12","-","0.93%"
"Mar 31, 2019","458.50","458.50","458.50","458.50","-","-0.19%"
"Mar 29, 2019","459.38","463.62","464.88","452.88","-","-0.94%"
"Mar 28, 2019","463.75","468.00","469.12","459.62","-","-1.22%"
"Mar 27, 2019","469.50","470.12","471.62","466.38","-","-0.05%"
"Mar 26, 2019","469.75","469.25","477.88","466.88","-","0.16%"
"Mar 25, 2019","469.00","466.62","471.62","463.12","-","0.97%"
"Mar 24, 2019","464.50","464.50","464.50","464.50","-","-0.08%"
"Mar 22, 2019","464.88","465.00","473.62","464.00","-","-0.03%"
"Mar 21, 2019","465.00","464.38","467.38","458.12","-","0.11%"
"Mar 20, 2019","464.50","456.88","464.88","455.00","-","1.75%"
"Mar 19, 2019","456.50","458.75","462.62","454.12","-","-0.16%"
"Mar 18, 2019","457.25","463.12","463.62","454.62","-","-0.62%"
"Mar 15, 2019","460.12","452.50","462.88","448.50","-","1.74%"
"Mar 14, 2019","452.25","447.88","460.62","446.88","-","1.06%"
"Mar 13, 2019","447.50","455.38","455.38","440.38","-","-1.05%"
"Mar 12, 2019","452.25","428.62","456.88","427.62","-","5.73%"
"Mar 11, 2019","427.75","439.38","441.62","427.12","-","-2.84%"
"Mar 10, 2019","440.25","440.25","440.25","440.25","-","0.43%"
"Mar 08, 2019","438.38","438.00","444.12","435.75","-","0.09%"
"Mar 07, 2019","438.00","449.75","451.75","437.62","-","-2.61%"
"Mar 06, 2019","449.75","464.00","464.38","449.38","-","-3.07%"
"Mar 05, 2019","464.00","455.50","464.00","453.12","-","1.87%"
"Mar 04, 2019","455.50","456.62","460.88","454.38","-","-0.35%"
"Mar 01, 2019","457.12","458.75","461.38","447.25","-","-0.36%"
"Feb 28, 2019","458.75","467.00","468.62","458.12","-","-1.77%"
"Feb 27, 2019","467.00","467.75","475.38","465.38","-","-0.16%"
"Feb 26, 2019","467.75","472.25","474.38","463.88","-","-0.95%"
"Feb 25, 2019","472.25","494.62","495.12","472.25","-","-2.60%"
"Feb 22, 2019","484.88","487.00","493.00","484.62","-","-0.44%"
"Feb 21, 2019","487.00","479.75","491.62","479.75","-","1.51%"
"Feb 20, 2019","479.75","489.00","493.38","475.88","-","-1.89%"
"Feb 19, 2019","489.00","503.50","505.38","488.62","-","-2.93%"
"Feb 18, 2019","503.75","503.25","503.75","503.00","-","0.10%"
"Feb 17, 2019","503.25","503.50","503.50","502.88","-","-0.03%"
"Feb 15, 2019","503.38","507.25","508.88","499.38","-","-0.76%"
"Feb 14, 2019","507.25","521.50","522.38","506.12","-","-2.73%"
"Feb 13, 2019","521.50","520.00","523.88","518.88","-","0.29%"
"Feb 12, 2019","520.00","518.25","520.62","514.62","-","0.34%"
"Feb 11, 2019","518.25","516.75","518.88","512.12","-","0.14%"
"Feb 10, 2019","517.50","517.25","517.50","517.25","-","-0.07%"
"Feb 08, 2019","517.88","512.75","522.00","512.75","-","1.00%"
"Feb 07, 2019","512.75","524.25","525.38","512.62","-","-2.19%"
"Feb 06, 2019","524.25","526.75","531.12","524.25","-","-0.62%"
"Feb 05, 2019","527.50","525.25","528.38","520.62","-","0.43%"
"Feb 04, 2019","525.25","524.50","528.88","521.50","-","0.14%"
"Feb 03, 2019","524.50","524.50","524.50","524.50","-","0.02%"
"Feb 01, 2019","524.38","516.50","526.38","515.38","-","1.53%"
"Jan 31, 2019","516.50","517.75","520.00","513.62","-","-0.24%"
"Jan 30, 2019","517.75","513.75","517.88","511.62","-","0.78%"
"Jan 29, 2019","513.75","518.00","521.88","510.88","-","-0.82%"
"Jan 28, 2019","518.00","519.00","523.62","516.00","-","-0.10%"
"Jan 27, 2019","518.50","520.88","520.88","518.25","-","-0.46%"
"Jan 25, 2019","520.88","521.25","522.88","516.88","-","-0.07%"
"Jan 24, 2019","521.25","526.62","528.88","521.12","-","-1.09%"
"Jan 23, 2019","527.00","523.12","527.00","521.88","-","0.86%"
"Jan 22, 2019","522.50","517.25","525.88","514.50","-","1.06%"
"Jan 21, 2019","517.00","517.50","520.50","515.25","-","0.00%"
"Jan 20, 2019","517.00","517.50","517.50","517.00","-","0.02%"
"Jan 18, 2019","516.88","519.75","522.12","515.38","-","-0.50%"
"Jan 17, 2019","519.50","511.25","522.38","509.12","-","1.66%"
"Jan 16, 2019","511.00","510.00","516.62","510.00","-","0.25%"
"Jan 15, 2019","509.75","514.50","518.38","508.12","-","-0.88%"
"Jan 14, 2019","514.25","520.50","521.75","513.38","-","-1.08%"
"Jan 11, 2019","519.88","513.75","523.75","513.38","-","1.29%"
"Jan 10, 2019","513.25","519.50","520.12","512.00","-","-1.35%"
"Jan 09, 2019","520.25","518.50","523.75","518.38","-","0.43%"
"Jan 08, 2019","518.00","517.00","524.50","514.38","-","0.19%"
"Jan 07, 2019","517.00","518.75","518.75","513.50","-","-0.29%"
"Jan 06, 2019","518.50","516.38","518.50","516.00","-","0.44%"
"Jan 04, 2019","516.25","514.00","518.75","513.00","-","0.49%"
"Jan 03, 2019","513.75","508.25","515.88","506.00","-","1.43%"
"Jan 02, 2019","506.50","503.12","510.62","501.38","-","0.70%"
"Dec 31, 2018","503.00","511.50","513.12","503.00","-","-1.61%"
"Dec 28, 2018","511.25","511.00","513.88","509.50","-","0.05%"
"Dec 27, 2018","511.00","511.75","514.00","507.25","-","-0.24%"
"Dec 26, 2018","512.25","515.75","520.62","509.00","-","-0.73%"
"Dec 24, 2018","516.00","511.25","518.00","511.00","-","0.98%"
"Dec 23, 2018","511.00","511.00","511.00","511.00","-","-0.54%"
"Dec 21, 2018","513.75","522.50","524.00","512.38","-","-1.67%"
"Dec 20, 2018","522.50","524.25","527.75","521.25","-","-0.29%"
"Dec 19, 2018","524.00","532.88","532.88","521.50","-","-1.55%"
"Dec 18, 2018","532.25","535.00","535.88","529.88","-","-0.51%"
"Dec 17, 2018","535.00","531.12","537.38","530.00","-","0.94%"
"Dec 14, 2018","530.00","536.38","537.62","527.75","-","-1.12%"
"Dec 13, 2018","536.00","528.25","538.50","526.00","-","1.90%"
"Dec 12, 2018","526.00","522.00","528.75","521.25","-","0.91%"
"Dec 11, 2018","521.25","524.88","528.88","517.50","-","-0.62%"
"Dec 10, 2018","524.50","531.25","531.25","524.50","-","-1.22%"
"Dec 09, 2018","531.00","531.00","531.00","531.00","-","-0.14%"
"Dec 07, 2018","531.75","516.25","532.00","515.25","-","3.05%"
"Dec 06, 2018","516.00","518.25","518.25","510.00","-","-0.39%"
"Dec 05, 2018","518.00","522.75","522.75","513.50","-","-0.96%"
"Dec 04, 2018","523.00","519.25","523.25","516.00","-","0.72%"
"Dec 03, 2018","519.25","527.75","529.25","517.00","-","0.73%"
"Nov 30, 2018","515.50","507.75","519.25","507.25","-","1.53%"
"Nov 29, 2018","507.75","511.25","514.50","506.00","-","-0.68%"
"Nov 28, 2018","511.25","507.00","513.00","505.25","-","0.94%"
"Nov 27, 2018","506.50","513.50","516.75","504.00","-","-1.36%"
"Nov 26, 2018","513.50","510.00","514.25","509.00","-","2.75%"
"Nov 23, 2018","499.75","498.00","507.50","498.00","-","0.35%"
"Nov 22, 2018","498.00","498.00","498.00","498.00","-","0.00%"
"Nov 21, 2018","498.00","500.75","504.25","497.75","-","-0.55%"
"Nov 20, 2018","500.75","497.00","502.50","495.50","-","0.55%"
"Nov 19, 2018","498.00","506.50","507.25","496.00","-","-1.73%"
"Nov 16, 2018","506.75","505.50","508.75","502.75","-","0.25%"
"Nov 15, 2018","505.50","503.75","509.00","503.25","-","0.35%"
"Nov 14, 2018","503.75","506.50","511.00","501.00","-","-0.54%"
"Nov 13, 2018","506.50","518.75","520.75","506.00","-","-2.36%"
"Nov 12, 2018","518.75","501.50","520.75","501.25","-","3.29%"
"Nov 09, 2018","502.25","507.25","508.00","500.75","-","-0.99%"
"Nov 08, 2018","507.25","509.50","517.00","503.25","-","-0.44%"
"Nov 07, 2018","509.50","512.00","514.25","507.25","-","-0.34%"
"Nov 06, 2018","511.25","506.75","514.00","505.50","-","0.89%"
"Nov 05, 2018","506.75","508.50","512.25","503.75","-","-0.34%"
"Nov 04, 2018","508.50","508.50","508.50","508.50","-","0.00%"
"Nov 02, 2018","508.50","508.00","509.75","502.75","-","-0.05%"
"Nov 01, 2018","508.75","501.50","510.00","500.75","-","1.60%"
"Oct 31, 2018","500.75","498.25","501.75","490.00","-","0.30%"
"Oct 30, 2018","499.25","505.75","507.50","497.00","-","-1.24%"
"Oct 29, 2018","505.50","511.50","515.00","502.75","-","-1.08%"
"Oct 28, 2018","511.00","510.75","511.00","510.25","-","1.24%"
"Oct 26, 2018","504.75","486.75","506.75","486.75","-","3.64%"
"Oct 25, 2018","487.00","499.00","499.25","485.50","-","-2.65%"
"Oct 24, 2018","500.25","509.75","510.50","496.75","-","-2.01%"
"Oct 23, 2018","510.50","508.50","511.25","505.25","-","0.39%"
"Oct 22, 2018","508.50","513.50","513.75","507.25","-","-0.88%"
"Oct 21, 2018","513.00","513.50","513.75","513.00","-","-0.19%"
"Oct 19, 2018","514.00","512.50","518.50","510.75","-","0.19%"
"Oct 18, 2018","513.00","515.50","519.50","511.00","-","-0.48%"
"Oct 17, 2018","515.50","522.00","523.50","515.50","-","-1.10%"
"Oct 16, 2018","521.25","525.50","527.00","521.00","-","-0.76%"
"Oct 15, 2018","525.25","518.75","525.75","514.75","-","1.25%"
"Oct 14, 2018","518.75","518.50","519.00","518.50","-","0.19%"
"Oct 12, 2018","517.75","507.50","519.00","507.50","-","1.97%"
"Oct 11, 2018","507.75","510.50","521.00","506.50","-","-0.54%"
"Oct 10, 2018","510.50","516.50","518.00","510.25","-","-1.11%"
"Oct 09, 2018","516.25","513.00","520.50","511.25","-","0.63%"
"Oct 08, 2018","513.00","524.50","525.00","512.75","-","-2.15%"
"Oct 07, 2018","524.25","525.00","525.00","524.25","-","0.24%"
"Oct 05, 2018","523.00","517.50","524.50","517.25","-","1.11%"
"Oct 04, 2018","517.25","516.00","520.75","513.75","-","0.19%"
"Oct 03, 2018","516.25","522.75","527.25","514.25","-","-1.15%"
"Oct 02, 2018","522.25","510.25","524.50","505.25","-","2.30%"
"Oct 01, 2018","510.50","512.25","515.25","505.50","-","-0.34%"
"Sep 30, 2018","512.25","509.75","512.25","509.75","-","0.34%"
"Sep 28, 2018","510.50","512.75","518.00","505.50","-","-0.34%"
"Sep 27, 2018","512.25","517.25","522.00","511.25","-","-1.11%"
"Sep 26, 2018","518.00","522.00","527.00","517.00","-","-0.77%"
"Sep 25, 2018","522.00","525.25","525.75","516.25","-","-0.52%"
"Sep 24, 2018","524.75","521.50","531.25","520.00","-","0.67%"
"Sep 23, 2018","521.25","521.75","521.75","521.00","-","-0.24%"
"Sep 21, 2018","522.50","521.25","524.00","515.25","-","0.29%"
"Sep 20, 2018","521.00","523.25","525.50","516.00","-","-0.43%"
"Sep 19, 2018","523.25","511.00","523.25","511.00","-","2.40%"
"Sep 18, 2018","511.00","508.25","514.25","506.50","-","0.54%"
"Sep 17, 2018","508.25","512.75","517.50","505.50","-","-1.07%"
"Sep 16, 2018","513.75","512.75","513.75","512.75","-","0.39%"
"Sep 14, 2018","511.75","497.25","514.25","496.25","-","3.02%"
"Sep 13, 2018","496.75","505.75","509.75","495.25","-","-1.78%"
"Sep 12, 2018","505.75","520.00","529.25","500.25","-","-2.79%"
"Sep 11, 2018","520.25","529.50","532.75","517.25","-","-1.75%"
"Sep 10, 2018","529.50","513.75","529.75","508.50","-","3.17%"
"Sep 09, 2018","513.25","512.00","513.50","512.00","-","0.05%"
"Sep 07, 2018","513.00","513.50","514.50","507.50","-","-0.05%"
"Sep 06, 2018","513.25","522.25","524.50","512.75","-","-1.72%"
"Sep 05, 2018","522.25","530.50","538.25","521.25","-","-1.51%"
"Sep 04, 2018","530.25","538.25","542.50","519.75","-","-1.58%"
"Sep 03, 2018","538.75","537.75","539.00","537.75","-","-1.42%"
"Aug 31, 2018","546.50","536.75","548.00","535.75","-","2.01%"
"Aug 30, 2018","535.75","546.50","549.50","530.25","-","-1.88%"
"Aug 29, 2018","546.00","522.25","546.25","521.50","-","4.50%"
"Aug 28, 2018","522.50","522.75","529.00","518.75","-","-0.05%"
"Aug 27, 2018","522.75","535.75","535.75","521.75","-","1.80%"
"Aug 24, 2018","513.50","520.50","521.50","513.00","-","-1.58%"
"Aug 23, 2018","521.75","529.75","531.25","515.50","-","-1.79%"
"Aug 22, 2018","531.25","526.25","534.25","520.50","-","0.95%"
"Aug 21, 2018","526.25","542.00","543.00","526.00","-","-3.13%"
"Aug 20, 2018","543.25","562.75","562.75","540.75","-","-2.99%"
"Aug 17, 2018","560.00","541.75","562.75","535.25","-","3.23%"
"Aug 16, 2018","542.50","532.50","547.50","531.00","-","1.93%"
"Aug 15, 2018","532.25","540.75","542.50","528.25","-","-1.62%"
"Aug 14, 2018","541.00","535.00","544.00","532.25","-","1.12%"
